artist_name,track_name,release_date,genre,lyrics,topic,age
helen reddy,leave me alone (ruby red dress),1973,pop,dress wander round talk sit close run away poor dress bear sorry hear leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave dress everybody laugh future past hurt bare look real close little tear say leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave folks farm tennessee teach daddy try hide try things cool happen break fool say leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave leave,sadness,7
abba,i saw it in the mirror,1973,pop,mirror face longer need place mirror look eye cause sure wrong cry cry mirror head hang familiar feel know look lie bother cry cry think miss till till mirror face longer need place mirror look eye cause sure wrong cry cry cry,sadness,7
donny osmond,young love,1973,pop,girl world know heavenly touch embrace tell place heart young fill deep devotion young share deep emotion kiss sweet lips tell real feel true,romantic,7
barry manilow,i write the songs,1973,pop,alive forever write song word melodies music write songs write songs world sing write songs special things write songs young girls write songs write songs home lie deep place soul look eye young write songs world sing write songs special things write songs young girls write songs write songs music make dance give spirit write roll music fill heart real fine place start worldwide symphony write songs world sing write songs special things write songs young girls write songs write songs write songs world sing write songs special things write songs young girls write songs write songs music write songs,music,7
david gates,sail around the world,1973,pop,sail world look gold dive know like prize everybody eye true probably life simple know come dream end sunrise dream live regret wouldn change thing wish start life simple know come dream end sunrise dream sail world look gold dive know true probably know,world/life,7
wings,medley: hold me tight/lazy dynamite/hands of love/power cut,1973,pop,hold tight wait life hold tight care right hold tight hold tight hold tight hugga right hold tight squeeza tight hold tight hugga right hold tight hold tight hold tight go tonight candlelight right hold tight hold tight hold tight hold tight right hold tight hold tight right hold tight hold tight hold tight hold tight right hold tight squeeza tight hold tight hugga right hold tight hold tight lazy dynamite lazy dynamite lazy dynamite lazy dynamite lazy dynamite come tonight time right fight feel heart know inside hide fight feel heart lazy dynamite lazy dynamite lazy dynamite lazy dynamite fight feel heart know inside hide fight feel heart lazy dynamite lazy dynamite lazy dynamite lazy dynamite hand fall hand imagine fall head heal night know time dream fall hand fall hand night know time dream fall hand fall hand sweet night know time dream fall hand fall hand sweet power powercut candle burn inside say news tell baby know miracle baby baby baby baby baby baby tell baby know miracle baby baby baby baby baby baby baby,romantic,7
abba,me and bobby and bobby's brother,1973,pop,brother place memories happiest days remember game play go want quarrel time fight best friends place heaven brother wildest kid play climb apple tree brother place memories happiest days football game like play guess like proud boys little girl place heaven brother wildest kid play climb apple tree brother place memories happiest days brother place memories happiest days memories happiest days memories happiest days memories happiest days memories happiest days memories happiest days memories happiest,world/life,7
barry manilow,i am your child,1973,pop,child know learn teach child come come tomorrow win teach child teach child,world/life,7
wings,big barn bed,1973,pop,come round corner come round bend come round corner friend sleep sleep sleep sleep go weep go sleep go creep weep sleep pillow leap armadillo sleep sleep sleep sleep friend sleep sleep sleep sleep go weep go sleep go creep weep sleep pillow leap armadillo sleep sleep sleep sleep woman,night/time,7
bonnie raitt,i feel the same,1973,pop,goodbye know true know leave leave forget sound believe feel close door hard believe live cause pain believe feel break soul know heart breakin know take piece say goodbye know true say leave leave forget sound believe feel believe feel,sadness,7
